Ship_Mode,Ship_Date,Ship_id
REGULAR AIR,08-05-2009,SHP_5898
REGULAR AIR,02-07-2009,SHP_5899
EXPRESS AIR,08-08-2009,SHP_5900
REGULAR AIR,03-06-2011,SHP_5901
REGULAR AIR,19-06-2010,SHP_5902
DELIVERY TRUCK,16-09-2012,SHP_5903
REGULAR AIR,20-06-2010,SHP_5904
REGULAR AIR,25-10-2009,SHP_5905
REGULAR AIR,16-04-2009,SHP_5906
DELIVERY TRUCK,17-04-2009,SHP_5907
REGULAR AIR,13-09-2011,SHP_5908
EXPRESS AIR,26-04-2011,SHP_5909
REGULAR AIR,27-04-2011,SHP_5910
REGULAR AIR,19-06-2012,SHP_5911
REGULAR AIR,29-01-2010,SHP_5912
REGULAR AIR,27-03-2009,SHP_5913
REGULAR AIR,23-08-2011,SHP_5914
REGULAR AIR,03-08-2012,SHP_5915
REGULAR AIR,02-08-2012,SHP_5916
EXPRESS AIR,01-08-2012,SHP_5917
REGULAR AIR,21-08-2012,SHP_5918
REGULAR AIR,23-08-2012,SHP_5919
REGULAR AIR,22-08-2012,SHP_5920
REGULAR AIR,12-04-2009,SHP_5921
REGULAR AIR,14-04-2009,SHP_5922
EXPRESS AIR,14-05-2009,SHP_5923
REGULAR AIR,21-05-2009,SHP_5924
REGULAR AIR,06-02-2009,SHP_5925
REGULAR AIR,01-02-2009,SHP_5926
REGULAR AIR,19-02-2011,SHP_5927
REGULAR AIR,02-12-2009,SHP_5928
DELIVERY TRUCK,19-07-2009,SHP_5929
REGULAR AIR,19-07-2009,SHP_5930
EXPRESS AIR,11-09-2009,SHP_5931
REGULAR AIR,13-09-2009,SHP_5932
REGULAR AIR,20-02-2012,SHP_5933
REGULAR AIR,10-07-2012,SHP_5934
REGULAR AIR,09-07-2012,SHP_5935
DELIVERY TRUCK,10-07-2012,SHP_5936
REGULAR AIR,31-08-2012,SHP_5937
REGULAR AIR,15-04-2010,SHP_5938
REGULAR AIR,16-01-2012,SHP_5939
REGULAR AIR,17-01-2012,SHP_5940
DELIVERY TRUCK,29-10-2012,SHP_5941
REGULAR AIR,18-07-2009,SHP_5942
REGULAR AIR,28-10-2012,SHP_5943
REGULAR AIR,03-07-2009,SHP_5944
REGULAR AIR,12-08-2010,SHP_5945
REGULAR AIR,17-03-2012,SHP_5946
REGULAR AIR,16-03-2012,SHP_5947
DELIVERY TRUCK,27-05-2010,SHP_5948
DELIVERY TRUCK,25-11-2009,SHP_5949
REGULAR AIR,13-08-2012,SHP_5950
REGULAR AIR,03-09-2012,SHP_5951
REGULAR AIR,04-09-2012,SHP_5952
EXPRESS AIR,16-04-2012,SHP_5953
REGULAR AIR,08-12-2011,SHP_5954
REGULAR AIR,16-10-2010,SHP_5955
DELIVERY TRUCK,10-10-2009,SHP_5956
REGULAR AIR,29-09-2010,SHP_5957
REGULAR AIR,11-10-2011,SHP_5958
REGULAR AIR,04-07-2010,SHP_5959
REGULAR AIR,03-07-2010,SHP_5960
DELIVERY TRUCK,20-06-2010,SHP_5961
REGULAR AIR,15-08-2011,SHP_5962
REGULAR AIR,17-08-2011,SHP_5963
DELIVERY TRUCK,19-03-2009,SHP_5964
REGULAR AIR,25-06-2011,SHP_5965
REGULAR AIR,15-08-2012,SHP_5966
REGULAR AIR,06-08-2009,SHP_5967
REGULAR AIR,24-05-2009,SHP_5968
REGULAR AIR,05-09-2010,SHP_5969
REGULAR AIR,28-05-2012,SHP_5970
REGULAR AIR,27-05-2012,SHP_5971
REGULAR AIR,08-07-2011,SHP_5972
DELIVERY TRUCK,15-06-2010,SHP_5973
REGULAR AIR,12-06-2010,SHP_5974
DELIVERY TRUCK,13-06-2010,SHP_5975
REGULAR AIR,27-05-2009,SHP_5976
REGULAR AIR,27-12-2012,SHP_5977
REGULAR AIR,28-08-2012,SHP_5978
REGULAR AIR,27-06-2011,SHP_5979
REGULAR AIR,23-12-2010,SHP_5980
REGULAR AIR,10-09-2011,SHP_5981
REGULAR AIR,21-11-2012,SHP_5982
REGULAR AIR,07-02-2009,SHP_5983
REGULAR AIR,03-11-2012,SHP_5984
REGULAR AIR,30-05-2010,SHP_5985
REGULAR AIR,31-05-2010,SHP_5986
REGULAR AIR,10-12-2009,SHP_5987
REGULAR AIR,12-12-2009,SHP_5988
REGULAR AIR,07-12-2009,SHP_5989
EXPRESS AIR,20-11-2011,SHP_5990
REGULAR AIR,19-01-2011,SHP_5991
REGULAR AIR,01-01-2012,SHP_5992
REGULAR AIR,28-07-2011,SHP_5993
REGULAR AIR,27-07-2011,SHP_5994
REGULAR AIR,13-11-2010,SHP_5995
DELIVERY TRUCK,15-11-2010,SHP_5996
REGULAR AIR,15-11-2010,SHP_5997
REGULAR AIR,12-08-2012,SHP_5998
DELIVERY TRUCK,16-08-2012,SHP_5999
REGULAR AIR,11-06-2012,SHP_6000
REGULAR AIR,07-02-2012,SHP_6001
REGULAR AIR,09-02-2012,SHP_6002
REGULAR AIR,29-03-2012,SHP_6003
REGULAR AIR,18-02-2012,SHP_6004
REGULAR AIR,19-02-2012,SHP_6005
REGULAR AIR,08-11-2011,SHP_6006
REGULAR AIR,18-04-2012,SHP_6007
REGULAR AIR,26-05-2011,SHP_6008
REGULAR AIR,27-05-2011,SHP_6009
REGULAR AIR,03-01-2012,SHP_6010
EXPRESS AIR,07-10-2010,SHP_6011
DELIVERY TRUCK,19-03-2010,SHP_6012
EXPRESS AIR,25-05-2010,SHP_6013
DELIVERY TRUCK,19-10-2009,SHP_6014
REGULAR AIR,02-04-2012,SHP_6015
REGULAR AIR,29-06-2011,SHP_6016
REGULAR AIR,30-06-2011,SHP_6017
DELIVERY TRUCK,05-06-2009,SHP_6018
REGULAR AIR,15-02-2009,SHP_6019
DELIVERY TRUCK,22-04-2011,SHP_6020
REGULAR AIR,04-07-2010,SHP_6021
REGULAR AIR,19-05-2012,SHP_6022
DELIVERY TRUCK,20-03-2009,SHP_6023
REGULAR AIR,14-08-2012,SHP_6024
REGULAR AIR,30-03-2012,SHP_6025
EXPRESS AIR,08-05-2011,SHP_6026
DELIVERY TRUCK,27-11-2010,SHP_6027
DELIVERY TRUCK,03-11-2011,SHP_6028
REGULAR AIR,11-02-2011,SHP_6029
REGULAR AIR,01-12-2010,SHP_6030
EXPRESS AIR,30-07-2010,SHP_6031
REGULAR AIR,11-04-2010,SHP_6032
REGULAR AIR,13-11-2012,SHP_6033
EXPRESS AIR,27-05-2009,SHP_6034
REGULAR AIR,26-05-2009,SHP_6035
REGULAR AIR,27-05-2009,SHP_6036
REGULAR AIR,29-01-2011,SHP_6037
REGULAR AIR,24-08-2010,SHP_6038
REGULAR AIR,29-12-2010,SHP_6039
REGULAR AIR,18-06-2009,SHP_6040
REGULAR AIR,17-05-2009,SHP_6041
REGULAR AIR,01-04-2011,SHP_6042
DELIVERY TRUCK,06-02-2009,SHP_6043
REGULAR AIR,07-02-2009,SHP_6044
REGULAR AIR,22-08-2011,SHP_6045
REGULAR AIR,14-11-2011,SHP_6046
REGULAR AIR,04-10-2012,SHP_6047
REGULAR AIR,03-10-2012,SHP_6048
REGULAR AIR,22-06-2012,SHP_6049
REGULAR AIR,21-06-2012,SHP_6050
DELIVERY TRUCK,23-06-2012,SHP_6051
REGULAR AIR,22-12-2009,SHP_6052
REGULAR AIR,14-09-2011,SHP_6053
EXPRESS AIR,07-02-2011,SHP_6054
REGULAR AIR,07-02-2011,SHP_6055
REGULAR AIR,09-02-2011,SHP_6056
DELIVERY TRUCK,30-10-2010,SHP_6057
REGULAR AIR,31-10-2010,SHP_6058
REGULAR AIR,14-04-2012,SHP_6059
REGULAR AIR,05-09-2010,SHP_6060
REGULAR AIR,05-09-2011,SHP_6061
REGULAR AIR,05-06-2010,SHP_6062
EXPRESS AIR,13-09-2011,SHP_6063
REGULAR AIR,16-08-2012,SHP_6064
REGULAR AIR,26-05-2010,SHP_6065
REGULAR AIR,23-09-2011,SHP_6066
EXPRESS AIR,22-09-2011,SHP_6067
EXPRESS AIR,21-05-2009,SHP_6068
REGULAR AIR,18-04-2009,SHP_6069
REGULAR AIR,17-04-2009,SHP_6070
EXPRESS AIR,07-05-2009,SHP_6071
REGULAR AIR,03-03-2010,SHP_6072
REGULAR AIR,04-05-2011,SHP_6073
REGULAR AIR,08-11-2011,SHP_6074
REGULAR AIR,21-11-2009,SHP_6075
REGULAR AIR,12-02-2010,SHP_6076
REGULAR AIR,16-07-2009,SHP_6077
REGULAR AIR,19-07-2011,SHP_6078
DELIVERY TRUCK,25-11-2012,SHP_6079
REGULAR AIR,23-12-2011,SHP_6080
REGULAR AIR,17-03-2011,SHP_6081
REGULAR AIR,06-05-2010,SHP_6082
REGULAR AIR,10-07-2009,SHP_6083
REGULAR AIR,14-07-2009,SHP_6084
EXPRESS AIR,27-02-2011,SHP_6085
REGULAR AIR,16-03-2011,SHP_6086
DELIVERY TRUCK,13-01-2011,SHP_6087
REGULAR AIR,11-01-2011,SHP_6088
REGULAR AIR,04-03-2012,SHP_6089
EXPRESS AIR,05-03-2012,SHP_6090
REGULAR AIR,18-07-2011,SHP_6091
REGULAR AIR,05-09-2012,SHP_6092
REGULAR AIR,30-12-2012,SHP_6093
REGULAR AIR,08-04-2012,SHP_6094
DELIVERY TRUCK,15-12-2012,SHP_6095
REGULAR AIR,28-01-2012,SHP_6096
DELIVERY TRUCK,06-08-2009,SHP_6097
REGULAR AIR,16-11-2009,SHP_6098
REGULAR AIR,18-11-2009,SHP_6099
REGULAR AIR,30-03-2010,SHP_6100
REGULAR AIR,04-03-2011,SHP_6101
REGULAR AIR,02-12-2010,SHP_6102
REGULAR AIR,27-07-2012,SHP_6103
REGULAR AIR,29-07-2012,SHP_6104
REGULAR AIR,12-04-2010,SHP_6105
REGULAR AIR,14-04-2010,SHP_6106
REGULAR AIR,08-09-2010,SHP_6107
REGULAR AIR,17-09-2011,SHP_6108
DELIVERY TRUCK,15-09-2011,SHP_6109
REGULAR AIR,22-06-2009,SHP_6110
REGULAR AIR,19-06-2009,SHP_6111
REGULAR AIR,16-10-2011,SHP_6112
REGULAR AIR,15-10-2011,SHP_6113
REGULAR AIR,08-04-2010,SHP_6114
EXPRESS AIR,10-09-2011,SHP_6115
EXPRESS AIR,13-09-2011,SHP_6116
REGULAR AIR,19-07-2010,SHP_6117
REGULAR AIR,21-01-2011,SHP_6118
REGULAR AIR,21-05-2011,SHP_6119
REGULAR AIR,26-05-2012,SHP_6120
REGULAR AIR,28-09-2010,SHP_6121
EXPRESS AIR,06-08-2011,SHP_6122
REGULAR AIR,05-08-2011,SHP_6123
REGULAR AIR,27-05-2009,SHP_6124
REGULAR AIR,20-01-2012,SHP_6125
DELIVERY TRUCK,10-01-2012,SHP_6126
REGULAR AIR,26-01-2009,SHP_6127
REGULAR AIR,12-03-2012,SHP_6128
REGULAR AIR,27-04-2011,SHP_6129
DELIVERY TRUCK,22-04-2011,SHP_6130
REGULAR AIR,12-01-2011,SHP_6131
DELIVERY TRUCK,15-03-2010,SHP_6132
REGULAR AIR,21-11-2010,SHP_6133
DELIVERY TRUCK,06-03-2010,SHP_6134
REGULAR AIR,06-03-2010,SHP_6135
REGULAR AIR,05-06-2009,SHP_6136
EXPRESS AIR,21-09-2009,SHP_6137
DELIVERY TRUCK,16-01-2009,SHP_6138
REGULAR AIR,17-01-2009,SHP_6139
EXPRESS AIR,11-01-2009,SHP_6140
REGULAR AIR,20-11-2010,SHP_6141
REGULAR AIR,06-02-2012,SHP_6142
EXPRESS AIR,27-08-2011,SHP_6143
REGULAR AIR,21-05-2009,SHP_6144
REGULAR AIR,14-06-2009,SHP_6145
REGULAR AIR,12-11-2010,SHP_6146
EXPRESS AIR,25-07-2009,SHP_6147
REGULAR AIR,25-07-2009,SHP_6148
REGULAR AIR,09-12-2011,SHP_6149
DELIVERY TRUCK,31-08-2010,SHP_6150
REGULAR AIR,08-12-2011,SHP_6151
REGULAR AIR,06-12-2011,SHP_6152
EXPRESS AIR,24-01-2011,SHP_6153
REGULAR AIR,24-01-2011,SHP_6154
REGULAR AIR,08-09-2009,SHP_6155
REGULAR AIR,09-09-2009,SHP_6156
REGULAR AIR,19-02-2010,SHP_6157
EXPRESS AIR,17-11-2010,SHP_6158
REGULAR AIR,18-11-2010,SHP_6159
REGULAR AIR,06-05-2009,SHP_6160
REGULAR AIR,08-04-2009,SHP_6161
REGULAR AIR,12-07-2009,SHP_6162
REGULAR AIR,15-10-2011,SHP_6163
REGULAR AIR,26-12-2012,SHP_6164
REGULAR AIR,12-11-2009,SHP_6165
REGULAR AIR,30-09-2010,SHP_6166
REGULAR AIR,01-10-2010,SHP_6167
REGULAR AIR,31-08-2009,SHP_6168
REGULAR AIR,27-08-2009,SHP_6169
REGULAR AIR,03-09-2009,SHP_6170
REGULAR AIR,21-05-2011,SHP_6171
REGULAR AIR,13-08-2012,SHP_6172
REGULAR AIR,09-09-2010,SHP_6173
DELIVERY TRUCK,24-03-2009,SHP_6174
REGULAR AIR,10-04-2009,SHP_6175
REGULAR AIR,30-10-2010,SHP_6176
REGULAR AIR,06-09-2009,SHP_6177
REGULAR AIR,11-07-2010,SHP_6178
DELIVERY TRUCK,05-08-2009,SHP_6179
REGULAR AIR,05-08-2009,SHP_6180
DELIVERY TRUCK,03-06-2009,SHP_6181
REGULAR AIR,22-09-2010,SHP_6182
REGULAR AIR,29-09-2009,SHP_6183
REGULAR AIR,18-06-2010,SHP_6184
REGULAR AIR,07-02-2011,SHP_6185
DELIVERY TRUCK,15-12-2011,SHP_6186
DELIVERY TRUCK,21-02-2011,SHP_6187
REGULAR AIR,21-02-2011,SHP_6188
REGULAR AIR,21-12-2010,SHP_6189
EXPRESS AIR,26-12-2010,SHP_6190
DELIVERY TRUCK,21-11-2009,SHP_6191
EXPRESS AIR,12-01-2010,SHP_6192
REGULAR AIR,25-11-2011,SHP_6193
REGULAR AIR,26-06-2010,SHP_6194
REGULAR AIR,27-07-2010,SHP_6195
REGULAR AIR,12-02-2012,SHP_6196
REGULAR AIR,17-05-2009,SHP_6197
REGULAR AIR,18-05-2009,SHP_6198
EXPRESS AIR,15-05-2009,SHP_6199
REGULAR AIR,20-08-2009,SHP_6200
EXPRESS AIR,12-04-2011,SHP_6201
REGULAR AIR,11-04-2011,SHP_6202
REGULAR AIR,03-12-2012,SHP_6203
REGULAR AIR,02-12-2012,SHP_6204
DELIVERY TRUCK,18-01-2009,SHP_6205
REGULAR AIR,13-01-2009,SHP_6206
REGULAR AIR,26-02-2012,SHP_6207
REGULAR AIR,01-02-2010,SHP_6208
REGULAR AIR,08-03-2012,SHP_6209
REGULAR AIR,07-03-2012,SHP_6210
REGULAR AIR,17-05-2010,SHP_6211
REGULAR AIR,19-05-2010,SHP_6212
REGULAR AIR,02-08-2009,SHP_6213
DELIVERY TRUCK,17-02-2011,SHP_6214
REGULAR AIR,16-10-2012,SHP_6215
REGULAR AIR,12-05-2012,SHP_6216
REGULAR AIR,13-05-2012,SHP_6217
REGULAR AIR,26-09-2010,SHP_6218
REGULAR AIR,27-10-2010,SHP_6219
DELIVERY TRUCK,28-10-2010,SHP_6220
REGULAR AIR,10-11-2009,SHP_6221
REGULAR AIR,19-12-2009,SHP_6222
EXPRESS AIR,11-07-2010,SHP_6223
DELIVERY TRUCK,09-11-2010,SHP_6224
EXPRESS AIR,24-03-2012,SHP_6225
REGULAR AIR,25-03-2012,SHP_6226
DELIVERY TRUCK,04-10-2009,SHP_6227
DELIVERY TRUCK,15-12-2009,SHP_6228
REGULAR AIR,30-03-2009,SHP_6229
EXPRESS AIR,03-08-2011,SHP_6230
REGULAR AIR,23-02-2011,SHP_6231
DELIVERY TRUCK,23-02-2011,SHP_6232
DELIVERY TRUCK,11-05-2010,SHP_6233
REGULAR AIR,04-03-2011,SHP_6234
REGULAR AIR,08-10-2012,SHP_6235
REGULAR AIR,13-12-2010,SHP_6236
REGULAR AIR,20-12-2010,SHP_6237
DELIVERY TRUCK,13-02-2012,SHP_6238
REGULAR AIR,31-10-2012,SHP_6239
REGULAR AIR,02-09-2010,SHP_6240
REGULAR AIR,09-10-2010,SHP_6241
REGULAR AIR,16-03-2012,SHP_6242
EXPRESS AIR,17-03-2012,SHP_6243
REGULAR AIR,08-02-2009,SHP_6244
REGULAR AIR,30-04-2009,SHP_6245
REGULAR AIR,28-10-2012,SHP_6246
REGULAR AIR,22-05-2012,SHP_6247
REGULAR AIR,22-09-2012,SHP_6248
REGULAR AIR,14-01-2012,SHP_6249
EXPRESS AIR,24-04-2009,SHP_6250
DELIVERY TRUCK,05-09-2009,SHP_6251
REGULAR AIR,29-08-2009,SHP_6252
REGULAR AIR,30-05-2012,SHP_6253
EXPRESS AIR,21-05-2012,SHP_6254
REGULAR AIR,31-12-2010,SHP_6255
REGULAR AIR,02-01-2011,SHP_6256
DELIVERY TRUCK,13-02-2009,SHP_6257
REGULAR AIR,27-02-2009,SHP_6258
REGULAR AIR,07-08-2012,SHP_6259
REGULAR AIR,18-09-2009,SHP_6260
REGULAR AIR,20-12-2011,SHP_6261
REGULAR AIR,30-07-2011,SHP_6262
REGULAR AIR,04-08-2011,SHP_6263
REGULAR AIR,29-01-2009,SHP_6264
REGULAR AIR,30-01-2009,SHP_6265
DELIVERY TRUCK,05-11-2012,SHP_6266
REGULAR AIR,01-10-2011,SHP_6267
REGULAR AIR,30-09-2011,SHP_6268
EXPRESS AIR,12-04-2010,SHP_6269
REGULAR AIR,20-03-2009,SHP_6270
DELIVERY TRUCK,24-08-2009,SHP_6271
REGULAR AIR,15-11-2010,SHP_6272
REGULAR AIR,15-01-2010,SHP_6273
DELIVERY TRUCK,16-01-2011,SHP_6274
REGULAR AIR,10-01-2011,SHP_6275
REGULAR AIR,27-01-2011,SHP_6276
REGULAR AIR,28-03-2010,SHP_6277
DELIVERY TRUCK,24-08-2012,SHP_6278
DELIVERY TRUCK,24-05-2010,SHP_6279
REGULAR AIR,02-08-2010,SHP_6280
DELIVERY TRUCK,05-07-2010,SHP_6281
REGULAR AIR,06-07-2010,SHP_6282
DELIVERY TRUCK,10-12-2012,SHP_6283
REGULAR AIR,11-04-2009,SHP_6284
REGULAR AIR,14-08-2010,SHP_6285
EXPRESS AIR,14-07-2009,SHP_6286
REGULAR AIR,01-11-2011,SHP_6287
DELIVERY TRUCK,28-03-2012,SHP_6288
EXPRESS AIR,11-06-2011,SHP_6289
REGULAR AIR,14-11-2012,SHP_6290
EXPRESS AIR,17-05-2009,SHP_6291
REGULAR AIR,07-06-2011,SHP_6292
REGULAR AIR,22-02-2011,SHP_6293
DELIVERY TRUCK,21-02-2011,SHP_6294
REGULAR AIR,10-07-2010,SHP_6295
REGULAR AIR,09-07-2010,SHP_6296
REGULAR AIR,04-02-2011,SHP_6297
REGULAR AIR,03-02-2011,SHP_6298
REGULAR AIR,02-02-2011,SHP_6299
REGULAR AIR,31-01-2011,SHP_6300
REGULAR AIR,11-11-2012,SHP_6301
EXPRESS AIR,10-11-2012,SHP_6302
DELIVERY TRUCK,11-12-2011,SHP_6303
DELIVERY TRUCK,30-03-2010,SHP_6304
EXPRESS AIR,19-02-2009,SHP_6305
REGULAR AIR,28-05-2009,SHP_6306
REGULAR AIR,05-03-2011,SHP_6307
DELIVERY TRUCK,22-07-2012,SHP_6308
DELIVERY TRUCK,04-04-2012,SHP_6309
REGULAR AIR,04-04-2012,SHP_6310
DELIVERY TRUCK,29-04-2012,SHP_6311
DELIVERY TRUCK,03-04-2010,SHP_6312
REGULAR AIR,12-12-2012,SHP_6313
REGULAR AIR,11-12-2011,SHP_6314
DELIVERY TRUCK,12-12-2011,SHP_6315
REGULAR AIR,12-12-2011,SHP_6316
REGULAR AIR,01-05-2011,SHP_6317
EXPRESS AIR,20-10-2010,SHP_6318
EXPRESS AIR,26-06-2010,SHP_6319
DELIVERY TRUCK,28-06-2010,SHP_6320
REGULAR AIR,26-06-2010,SHP_6321
REGULAR AIR,14-01-2012,SHP_6322
REGULAR AIR,27-04-2009,SHP_6323
EXPRESS AIR,22-09-2010,SHP_6324
REGULAR AIR,07-07-2011,SHP_6325
DELIVERY TRUCK,02-04-2010,SHP_6326
REGULAR AIR,04-07-2012,SHP_6327
REGULAR AIR,20-04-2011,SHP_6328
REGULAR AIR,19-01-2011,SHP_6329
REGULAR AIR,30-12-2010,SHP_6330
REGULAR AIR,21-11-2010,SHP_6331
REGULAR AIR,19-11-2010,SHP_6332
REGULAR AIR,29-10-2012,SHP_6333
REGULAR AIR,08-01-2009,SHP_6334
REGULAR AIR,12-12-2012,SHP_6335
EXPRESS AIR,07-05-2011,SHP_6336
REGULAR AIR,30-08-2009,SHP_6337
DELIVERY TRUCK,07-11-2010,SHP_6338
REGULAR AIR,27-07-2010,SHP_6339
REGULAR AIR,17-07-2009,SHP_6340
REGULAR AIR,14-02-2009,SHP_6341
REGULAR AIR,09-02-2009,SHP_6342
REGULAR AIR,12-07-2009,SHP_6343
EXPRESS AIR,14-07-2009,SHP_6344
REGULAR AIR,31-10-2009,SHP_6345
EXPRESS AIR,15-03-2011,SHP_6346
DELIVERY TRUCK,20-01-2010,SHP_6347
REGULAR AIR,07-03-2012,SHP_6348
DELIVERY TRUCK,18-12-2009,SHP_6349
REGULAR AIR,27-05-2010,SHP_6350
REGULAR AIR,20-12-2011,SHP_6351
REGULAR AIR,27-05-2009,SHP_6352
REGULAR AIR,04-10-2012,SHP_6353
REGULAR AIR,03-10-2012,SHP_6354
REGULAR AIR,03-09-2012,SHP_6355
REGULAR AIR,10-06-2010,SHP_6356
REGULAR AIR,23-06-2012,SHP_6357
REGULAR AIR,16-09-2012,SHP_6358
REGULAR AIR,26-11-2012,SHP_6359
REGULAR AIR,13-06-2012,SHP_6360
DELIVERY TRUCK,03-11-2012,SHP_6361
EXPRESS AIR,29-11-2011,SHP_6362
REGULAR AIR,30-11-2011,SHP_6363
REGULAR AIR,11-12-2011,SHP_6364
REGULAR AIR,12-12-2011,SHP_6365
REGULAR AIR,01-11-2010,SHP_6366
REGULAR AIR,02-10-2009,SHP_6367
REGULAR AIR,08-04-2010,SHP_6368
REGULAR AIR,21-05-2011,SHP_6369
REGULAR AIR,22-05-2011,SHP_6370
EXPRESS AIR,21-05-2011,SHP_6371
REGULAR AIR,12-09-2011,SHP_6372
REGULAR AIR,20-10-2011,SHP_6373
REGULAR AIR,03-02-2010,SHP_6374
DELIVERY TRUCK,12-03-2011,SHP_6375
REGULAR AIR,11-03-2010,SHP_6376
REGULAR AIR,21-09-2011,SHP_6377
REGULAR AIR,04-08-2010,SHP_6378
DELIVERY TRUCK,24-09-2010,SHP_6379
DELIVERY TRUCK,09-07-2011,SHP_6380
REGULAR AIR,09-04-2010,SHP_6381
REGULAR AIR,27-01-2012,SHP_6382
REGULAR AIR,20-12-2012,SHP_6383
REGULAR AIR,01-04-2009,SHP_6384
REGULAR AIR,30-06-2012,SHP_6385
REGULAR AIR,12-01-2012,SHP_6386
REGULAR AIR,28-04-2010,SHP_6387
REGULAR AIR,05-10-2011,SHP_6388
EXPRESS AIR,01-04-2011,SHP_6389
EXPRESS AIR,25-09-2010,SHP_6390
REGULAR AIR,26-09-2010,SHP_6391
REGULAR AIR,10-07-2009,SHP_6392
REGULAR AIR,17-01-2012,SHP_6393
REGULAR AIR,16-01-2012,SHP_6394
REGULAR AIR,01-06-2012,SHP_6395
DELIVERY TRUCK,12-04-2009,SHP_6396
EXPRESS AIR,28-12-2012,SHP_6397
DELIVERY TRUCK,30-03-2012,SHP_6398
REGULAR AIR,04-10-2012,SHP_6399
EXPRESS AIR,04-10-2012,SHP_6400
REGULAR AIR,10-05-2009,SHP_6401
DELIVERY TRUCK,03-05-2011,SHP_6402
REGULAR AIR,22-06-2010,SHP_6403
REGULAR AIR,07-07-2010,SHP_6404
REGULAR AIR,28-09-2011,SHP_6405
REGULAR AIR,26-09-2011,SHP_6406
REGULAR AIR,03-10-2011,SHP_6407
REGULAR AIR,29-06-2011,SHP_6408
DELIVERY TRUCK,28-06-2011,SHP_6409
REGULAR AIR,06-06-2010,SHP_6410
REGULAR AIR,07-06-2010,SHP_6411
REGULAR AIR,24-09-2009,SHP_6412
REGULAR AIR,19-09-2009,SHP_6413
REGULAR AIR,10-01-2009,SHP_6414
REGULAR AIR,09-01-2009,SHP_6415
REGULAR AIR,05-05-2010,SHP_6416
REGULAR AIR,03-07-2011,SHP_6417
DELIVERY TRUCK,04-07-2011,SHP_6418
REGULAR AIR,05-11-2009,SHP_6419
REGULAR AIR,06-11-2009,SHP_6420
DELIVERY TRUCK,05-03-2012,SHP_6421
REGULAR AIR,05-03-2012,SHP_6422
REGULAR AIR,13-01-2010,SHP_6423
REGULAR AIR,17-02-2009,SHP_6424
REGULAR AIR,16-02-2009,SHP_6425
EXPRESS AIR,13-11-2011,SHP_6426
REGULAR AIR,14-11-2011,SHP_6427
REGULAR AIR,21-06-2012,SHP_6428
DELIVERY TRUCK,20-06-2012,SHP_6429
REGULAR AIR,13-05-2009,SHP_6430
REGULAR AIR,12-05-2009,SHP_6431
REGULAR AIR,11-05-2009,SHP_6432
DELIVERY TRUCK,07-08-2012,SHP_6433
REGULAR AIR,04-08-2012,SHP_6434
REGULAR AIR,20-08-2011,SHP_6435
REGULAR AIR,09-05-2009,SHP_6436
EXPRESS AIR,03-09-2012,SHP_6437
REGULAR AIR,11-01-2009,SHP_6438
DELIVERY TRUCK,20-10-2012,SHP_6439
REGULAR AIR,26-10-2011,SHP_6440
REGULAR AIR,13-02-2011,SHP_6441
EXPRESS AIR,12-02-2011,SHP_6442
DELIVERY TRUCK,30-03-2012,SHP_6443
REGULAR AIR,29-09-2012,SHP_6444
EXPRESS AIR,18-12-2010,SHP_6445
REGULAR AIR,04-08-2010,SHP_6446
EXPRESS AIR,04-08-2010,SHP_6447
EXPRESS AIR,07-04-2009,SHP_6448
REGULAR AIR,07-04-2009,SHP_6449
REGULAR AIR,11-11-2011,SHP_6450
REGULAR AIR,19-01-2011,SHP_6451
REGULAR AIR,28-03-2012,SHP_6452
DELIVERY TRUCK,19-11-2012,SHP_6453
REGULAR AIR,18-11-2012,SHP_6454
REGULAR AIR,05-03-2012,SHP_6455
EXPRESS AIR,19-12-2009,SHP_6456
EXPRESS AIR,06-07-2009,SHP_6457
EXPRESS AIR,29-11-2012,SHP_6458
REGULAR AIR,08-08-2011,SHP_6459
DELIVERY TRUCK,27-12-2011,SHP_6460
REGULAR AIR,27-12-2011,SHP_6461
REGULAR AIR,01-07-2009,SHP_6462
REGULAR AIR,03-07-2009,SHP_6463
REGULAR AIR,08-06-2012,SHP_6464
EXPRESS AIR,06-06-2012,SHP_6465
REGULAR AIR,01-03-2010,SHP_6466
EXPRESS AIR,07-09-2009,SHP_6467
REGULAR AIR,07-09-2009,SHP_6468
REGULAR AIR,15-01-2010,SHP_6469
REGULAR AIR,05-10-2009,SHP_6470
REGULAR AIR,05-06-2011,SHP_6471
EXPRESS AIR,05-06-2011,SHP_6472
REGULAR AIR,08-06-2011,SHP_6473
DELIVERY TRUCK,02-01-2009,SHP_6474
DELIVERY TRUCK,04-01-2009,SHP_6475
REGULAR AIR,09-01-2009,SHP_6476
EXPRESS AIR,23-02-2010,SHP_6477
REGULAR AIR,24-02-2010,SHP_6478
REGULAR AIR,08-01-2010,SHP_6479
EXPRESS AIR,18-08-2009,SHP_6480
REGULAR AIR,06-11-2010,SHP_6481
DELIVERY TRUCK,03-12-2010,SHP_6482
REGULAR AIR,02-12-2009,SHP_6483
REGULAR AIR,29-05-2010,SHP_6484
DELIVERY TRUCK,01-05-2010,SHP_6485
REGULAR AIR,06-09-2009,SHP_6486
REGULAR AIR,06-06-2011,SHP_6487
EXPRESS AIR,06-06-2011,SHP_6488
EXPRESS AIR,26-10-2011,SHP_6489
